id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
90,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE WHEN NOT QUALIFIED TO DO SOMOTOR CARRIER PERMITTING PERS NOT QUALIFIED TO DRV,16010 FREDERICK ROAD,39.12199167,-77.17241167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000,FORD,TK,YELLOW,11-391.11,Maryland Rules,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
91,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,700-BLOCK EB E GUDE DR,39.10290167,-77.142535,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,KIA,OPTIMA 4D,SILVER,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
92,00:00:00,MCP,Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SB GEORGIA AVE CONNECTICUT AVE,39.08062,-77.07610833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,LINCOLN,MKZ,GRAY,13-411,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
93,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB I-270  FALLS ROAD,39.06433,-77.15708833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEVROLET,TRAILBLAZER,WHITE,21-1124.2,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
94,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,NB OLD GEORGETOWN ROAD  CHESHIRE DRIVE,39.02374667,-77.12416167,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-202,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,,Yes
95,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,2 BRIGHTON DAM RD ,39.19140167,-77.00679667,No,No,No,No,No,No,No,No,No,No,MD,04 - Limousine,2004,CHEV,TK,BLUE,21-801.1,Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,Q - Marked Laser,,No
96,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,CONTOUR AND ODENDHAL,39.14982333,-77.23392333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYOTA,TACOMA,WHITE,21-902,Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
97,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,MD 193DENNIS,39.02869167,-77.02045,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,2004,CADILLAC,ESCALADE,RED,16-303,Transportation Article,No,BLACK,M,BELCAMP,MD,MD,A - Marked Patrol,,Yes
98,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,MUDDY BRANCH RD  GREAT SENECA HWY,39.10621833,-77.20846833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,VOLK,JETTA 4D,BLACK,61,,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
99,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SB 355 E. GUDE DR,39.10830167,-77.159655,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVROLET,TAHOE,RED,16-101,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,,No
101,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIO BLVD AND OMEGA,39.10982333,-77.19208333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ACCORD,BLACK,21-204,Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
102,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,I-270 NB RAMP  MONTGOMERY VILLAGE AVE,-77.22887833,39.14838667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,JEEP,SU,GRAY,21-902,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,,Yes
103,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,DARNESTOWN RD  MUDDY BRANCH RD,-77.22361833,39.103205,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,MERZ,S550,BLACK,21-801,Transportation Article,No,OTHER,M,N POTOMAC,MD,MD,B - Unmarked Patrol,,No
104,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WARING STATION RDCLEMENTE MIDDLE SCHOOL,39.16445,-77.24766667,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,2008,GMC,TRUCK,MAROON,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,,No
106,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MAPLEASPEN,-77.08289333,38.98693,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2001,FORD,EXPEDITION,RED,21-201,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,No
108,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SAM EIG HWY  GREAT SENECA HWY,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,LEXUS,SC400,GOLD,21-201,Transportation Article,No,WHITE,F,LA PLATA,MD,MD,B - Unmarked Patrol,,Yes
109,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 64 MPH IN A POSTED 55 MPH ZONE,NB 270 AT 121,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,CHEVROLET,IMPALA,BLACK,21-801.1,Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,,Yes
110,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK AVE  WHEATFIELD DR,39.164725,-77.22593667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,COROLLA,BLUE,16-112,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
112,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,VEIRS MILL RD SB GEORGIA AVE,39.03333,-77.05014333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1998,LEXUS,ES300,SILVER,16-303,Transportation Article,No,BLACK,M,ALEXANDRIA,VA,VA,A - Marked Patrol,,Yes
113,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,PINEY BRANCH RD  UNIVERSITY BLVD,38.99922667,-76.99577833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEV,PKTK,WHITE,22-219,Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,,No
114,00:00:00,MCP,Headquarters and Special Operations,HAZARD WARNING LAMP ,NB 270  SHADY GROVE RD,39.10529,-77.18188667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,CHEVY,TRK,WHITE,78*,,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
117,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY TRAFFIC DEVICE ON MAKING TURN,SAM EIG HWYFIELDS ROAD,39.11608833,-77.20763,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,TK,GREEN LGT,21-601,Transportation Article,No,OTHER,M,BETHESDA,MD,MD,A - Marked Patrol,,Yes
118,00:00:00,MCP,Headquarters and Special Operations,EXT. AIR BRAKE COMPONENT,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12208333,-77.17238833,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,2007,INTL,DS,MULTICOLOR,85,,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
119,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,NB GEORGIA AVE  HENDERSON AVE,39.05854,-77.04800333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,2S,BLUE,21-901.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
120,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NB WAYNE AVE  DALE DR,39.02396333,-77.01101667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,ACUR,4S,BLACK,21-902,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
121,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING ALLOWABLE AXLE WEIGHT EXCEEDING ALLOWABLE WEIGHT OF 35000LBS BY 6300LBS,MIDDLEBROOK RD I270 SB,39.15052,-77.211455,No,No,No,No,No,Yes,No,No,No,No,MD,07 - TruckRoad Tractor,2002,INTL,DUMP,RED,24-108,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
122,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,W DIAMOND AVEMUDDY BRANCH RD,39.0694,-77.16209,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,PONT,4S,WHITE,16-303,Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,,Yes
124,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE WHEN NOT ABLE TO COMPLY WITH ENGLISH SPEAKING REQUIREMENTS,SHADY GROVE RD  CRABBS BRANCH,39.12924667,-77.16504167,No,No,No,No,No,No,No,No,No,No,VA,05 - Light Duty Truck,2000,FORD,F350,WHITE,11-391.11,Maryland Rules,No,HISPANIC,M,CULPEPER,VA,VA,A - Marked Patrol,,No
125,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NB GEORGIA AVE  RANDOLPH RD,39.05716,-77.04986333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HONDA,ACC 4D,GOLD,16-112,Transportation Article,No,WHITE,M,WHEATON,MD,MD,A - Marked Patrol,,Yes
126,00:00:00,MCP,Headquarters and Special Operations,PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,AIRCRAFT DR  CENTURY BLVD,39.18414833,-77.26068167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,SATU,L200 4S,GREEN,22-412.3,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
127,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,SB RTE 29  FAIRLAND,39.07353,-76.95568,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,NISSAN,ALTIMA,BRONZE,16-115,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
128,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,WOODMONT AVE ELM STREET,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,4S,BLUE,21-901.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,,Yes
129,00:00:00,MCP,Headquarters and Special Operations,TURN SIGNALS ,15400 BLOCK NEW HAMPSHIRE AE,39.10951333,-76.9967,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2008,MAST,TL,BROWN,71*,,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,,No
131,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,GERMANTOWN ROAD  CRYSTAL ROCK DRIVE,39.18091667,-77.26181333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MITSUBISHI,LANCER,WHITE,21-801,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
132,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,PINEY BRANCH RD  UNIVERSITY BLVD E,38.99846833,-76.99483667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,MUSTANG,WHITE,21-902,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
133,00:00:00,MCP,Headquarters and Special Operations,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CENTERWAY RDCLUB HOUSE RD,39.17332,-77.20137167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,TK,BLACK,16-101,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,,No
134,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,SB I-270  W OLD BALTIMORE ROAD,39.20403333,-77.27049667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,ACURA,TL,BLACK,21-405,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
135,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,CONTOUR RD AND LOST KNIFE RD,39.14969,-77.23363667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACURA,2DR,WHITE,16-303,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
136,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,LEWISBERRY DR  EAST VILLAGE AVE,39.18428,-77.17223333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,TUNDRA,BLUE DARK,21-707,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
137,00:00:00,MCP,Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,SB CONNECTICUT AVE ADAM DR,39.04549167,-76.99108667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,SOLARA,WHITE,21-901.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,Yes
138,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,CLARKSBURG RD  GATEWAY CENTER DR,39.23500833,-77.282795,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F350,GOLD,11-391.41,Maryland Rules,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,,Yes
139,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,CRYSTAL ROCK DRIVE WISTERIA,39.17334,-77.26533667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2004,CHEVROLET,AVALNCH,BLACK,16-303,Transportation Article,No,BLACK,M,SPRINGFIELD,VA,VA,B - Unmarked Patrol,,Yes
140,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,270 AND 370,39.14962667,-77.23313167,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2012,SUBARU,IMPREZA,BLUE,21-902,Transportation Article,No,WHITE,M,ALEXANDRIA,VA,VA,A - Marked Patrol,,Yes
141,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB 355  N WASHINGTON,39.09195833,-77.15329667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1997,ISUZ,VN,GREEN DK,21-1124.2,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,Yes
142,00:00:00,MCP,Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,300 BLK OF METROPOLITAN GROVE RD,39.14874333,-77.22347667,No,No,No,No,No,No,No,No,No,No,VA,28 - Other,2011,NISS,SUV,SILVER,13-411,Transportation Article,No,WHITE,M,OLNEY,MD,MD,B - Unmarked Patrol,,Yes
143,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND46ST,38.98037667,-77.08910833,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,HYUN,ELANTRA,GRAY,21-201,Transportation Article,No,HISPANIC,F,WASHINGTON,DC,DC,B - Unmarked Patrol,,No
144,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BRADLEY BLVD ARLINGTON RD,38.97783,-77.09874167,No,No,Yes,No,No,No,No,No,No,No,VA,02 - Automobile,2014,TOYOTA,CAMRY,WHITE,21-201,Transportation Article,No,OTHER,M,ALEXANDRIA,VA,VA,A - Marked Patrol,,Yes
145,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,NB ROCKVILLE PIKE  REDLAND RD,39.115365,-77.165725,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,TACOMA PKTK,RED,22-412.3,Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,,No
146,00:00:00,MCP,Headquarters and Special Operations,HEADLIGHTS ,355  MONTGOMERY VILLAGE AVE,-77.21359167,39.15361167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,INFI,4S,BLACK,55*,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
147,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,FATHER HURLEY  CRYSTAL ROCK,39.198305,-77.26189167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,VN,SILVER,21-707,Transportation Article,No,BLACK,M,DAMASCUS,MD,MD,B - Unmarked Patrol,,No
148,00:00:00,MCP,Headquarters and Special Operations,PARKING LAMPS ,16101 FREDERICK RD,39.12203,-77.17241333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,ISUZU,TRUCK,RED,79*,,No,HISPANIC,M,COLLEGE PARK,MD,MD,A - Marked Patrol,,No
149,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,MONTROSE RD  SEVEN LOCKS RD,39.05772167,-77.161575,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,CAMRY,GOLD,21-204,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,,Yes
150,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,SB 270  109,39.28056167,-77.32495667,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2007,AUDI,A4 4D,SILVER,21-901.1,Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
151,00:00:00,MCP,Headquarters and Special Operations,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB GEORGIA AVENUE  ARCOLA AVE,39.04580333,-77.05203167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1984,TOYO,2S,SILVER,13-401,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
152,00:00:00,MCP,Headquarters and Special Operations,DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,PARKER AVE  GEORGIA AVE,39.049505,-77.052225,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2009,FORD,PKTK,WHITE,21-310,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
154,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,11305 LOCKWOOD DR,39.04030833,-76.98878,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,SUBA,4S,BLACK,61,,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
155,00:00:00,MCP,Headquarters and Special Operations,FAILING TO DISPLAY PROPER VEHICLE I.D.,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12201667,-77.17255,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,FORD,F350,WHITE,11-390.21,Maryland Rules,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
156,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 34 MPH IN A POSTED 25 MPH ZONE,FOREMAN BLVD  TURTLE ROCK TER,39.23082167,-77.25935333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MAZDA,CX9,WHITE,21-801.1,Transportation Article,No,ASIAN,F,CLARKSBURG,MD,MD,Q - Marked Laser,,Yes
157,00:00:00,MCP,Headquarters and Special Operations,STOP LIGHTS ,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12199333,-77.17232667,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2006,CARRY ON,UTILITY,BLACK,64*,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
160,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,S.B. CLOPPER  METZ,39.15737667,-77.270745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,CAROLLA,GREEN,13-409,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
161,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 44 MPH IN A POSTED 35 MPH ZONE,NB 355  COLLEGE PKWY,39.10366667,-77.15579167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HYUNDAI,ELANTRA,MAROON,21-801.1,Transportation Article,No,OTHER,M,CLARKSBURG,MD,MD,Q - Marked Laser,,Yes
162,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,CHESNUT ST  E DIAMOND AVE,39.14224833,-77.203205,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVY,TRAILBLAZER,GRAY,21-202,Transportation Article,No,HISPANIC,M,CHEVERLY,MD,MD,A - Marked Patrol,,Yes
164,00:00:00,MCP,Headquarters and Special Operations,TAILLIGHTS ,FREDERICK RD  GUNNERS BRANCH RD,39.17905667,-77.2386,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2003,BRIM,TL,BLACK,56*,,No,HISPANIC,M,BOYDS,MD,MD,A - Marked Patrol,,No
165,00:00:00,MCP,Headquarters and Special Operations,TURN SIGNALS ,WOODFIELD RD  LINDBERGH,39.16403,-77.15653667,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,1997,PETERBUILT,DUMP,MULTICOLOR,71*,,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,,No
166,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,27 AT 80,NA,NA,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2013,NISSAN,QUEST,SILVER,21-801.1,Transportation Article,No,ASIAN,M,PLAINSBORO,NJ,NJ,A - Marked Patrol,,No
168,00:00:00,MCP,Headquarters and Special Operations,TAILLIGHTS ,SB NEW  HAMPSHIRE  29,39.04204667,-76.99152667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,DODG,VAN,BLACK,56*,,No,BLACK,F,WALDORF,MD,MD,A - Marked Patrol,,No
169,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,RT 118 AT RT 117,39.113785,-77.23638833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,AUDI,4S,SILVER,21-1124.2,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,B - Unmarked Patrol,,Yes
170,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. WO ADEQUATE REAR REG. PLATE ILLUMINATION,SHADY GROVE RD  CRABBS BRANCH RD,-77.16809167,39.12857333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEV,SUBURBAN,GREEN DK,22-204,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
171,00:00:00,MCP,Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,NB COLUMBIA PK  BRIGGS CHANEY RD,39.06942333,-77.16203833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,MERZ,E320,GRAY,21-901.1,Transportation Article,No,HISPANIC,M,LAUREL,MD,MD,B - Unmarked Patrol,,Yes
172,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,RFREDERICK RD  AT E. MIDDLE LANE,39.087285,-77.150125,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISS,4S,RED,21-801.1,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
